BARRIO,MOVILAGRESOR
CALLE NUEVA C-10,TRANSPORTE PUBLICO
DIEGO ECHAVARRIA C-16,MOTOCICLETA
LOS COLORES C-11,MOTOCICLETA
BOSTON C-10,A PIE
BARRIO COLON C-10,A PIE
SAN PEDRO  C-4,MOTOCICLETA
VILLANUEVA C-10,A PIE
LOS GUARATAROS,A PIE
OLAYA,A PIE
EL ROSARIO,BICICLETA
COSTA HERMOSA,MOTOCICLETA
VILLA DEL CARMEN,A PIE
BOYACA,A PIE
SOLANO,A PIE
BARRIO BELLO HORIZONTE,A PIE
URBANIZACION URAZANDY,A PIE
VILLA OROZCO,A PIE
VILLA OROZCO,A PIE
VILLA OROZCO,A PIE
BARRIO LA PALMA,A PIE
UNIVERSIDAD DE CALDAS,TRANSPORTE PUBLICO
EL RAICERO,MOTOCICLETA
EL PAJONAL,MOTOCICLETA
LICEO,A PIE
SAN RAFAEL,A PIE
LA ESMERALDA,MOTOCICLETA
POTOSI,MOTOCICLETA
ALFONSO LOPEZ,A PIE
OBRERO,A PIE
URB.POPULANDIA,MOTOCICLETA
ALFONSO LOPEZ,A PIE
GARUPAL II,MOTOCICLETA
CENTRO,A PIE
CENTRO,A PIE
12 DE OCTUBRE,A PIE
SIMON BOLIVAR,A PIE
LA PRADERA,MOTOCICLETA
JOSE ANTONIO GALAN E-7,TRANSPORTE PUBLICO
LA PORCIUNCULA E-2,MOTOCICLETA
FONTIBON CENTRO E-9,A PIE
SAN RAFAEL E-4,A PIE
TORRELADERA CASABLANCA E-11,A PIE
EL RINCON DE SUBA E-11,A PIE
MONTEVIDEO E-9,A PIE
NUEVA GRANADA E-7,MOTOCICLETA
PARDO RUBIO E-2,BICICLETA
URB. VILLA SONIA E-16,A PIE
VILLA DEL PRADO E-11,A PIE
EL CENTENARIO E-18,A PIE
HIPOTECHO OCCIDENTAL E-8,A PIE
LA IGUALDAD E-8,MOTOCICLETA
RESTREPO E-15,A PIE
ALBRICIAS E-11,A PIE
SANTA LIBRADA E-5,A PIE
SAN ANTONIO E-7,TRANSPORTE PUBLICO
TOBERIN ORIENTAL E-1,TRANSPORTE PUBLICO
EL VERGEL E-14,A PIE
CENTRO NORTE USAQUEN E-1,A PIE
CHAPINERO CENTRAL E-2,A PIE
SANTA SOFIA E-12,A PIE
CHAPINERO CENTRAL E-2,A PIE
SIMON BOLIVAR E-12,A PIE
CONJUNTO RESIDENCIAL LA PRADERA E-1,TRANSPORTE PUBLICO
CHAPINERO CENTRAL E-2,A PIE
UNICENTRO E-1,A PIE
URB. MARSELLA E-8,A PIE
BOSA CENTRO E-7,BICICLETA
CHICO NORTE I E-2,A PIE
CHICO I E-2,A PIE
URB. PUENTE ARANDA E-16,A PIE
LAS AGUAS E-3,A PIE
SAN MARTIN E-12,A PIE
BOCHICA E-10,A PIE
CIUDAD KENNEDY CENTRAL E-8,A PIE
BELLA SUIZA E-1,A PIE
BRASILIA I SECTOR E-7,A PIE
EL MUELLE  E-10,MOTOCICLETA
DANUBIO AZUL E-5,A PIE
CENTRO,A PIE
NUEVO HORIZONTE,A PIE
ALTICO,MOTOCICLETA
SAN FERNANDO (C-4),A PIE
SAN FERNANDO (C-4),A PIE
MARIA EUGENIA,BICICLETA
CENTRO,A PIE
CENTRO,A PIE
LA ESPERANZA,MOTOCICLETA
POPULAR,MOTOCICLETA
PANORAMA,A PIE
CHAPAL,A PIE
CENTRO,A PIE
FATIMA,A PIE
VILLAFLOR II,MOTOCICLETA
LA FLORESTA,A PIE
SAN ANDRESITO,A PIE
CENTRO,A PIE
SAN IGNACIO,A PIE
SAN IGNACIO,A PIE
AVENIDA BOYACA,A PIE
BARRIO EL LLANO,A PIE
BARRIO QUINTA ORIENTAL,MOTOCICLETA
BARRIO SAN LUIS,A PIE
BARRIO LA VICTORIA,A PIE
BARRIO SIMON BOLIVAR,A PIE
BARRIO CENTRO,A PIE
SECTOR BALNEAREO TAIRONA,MOTOCICLETA
SECTOR BALNEAREO TAIRONA,MOTOCICLETA
TRES ESQUINAS,MOTOCICLETA
CONJ. RES. IBERICA,A PIE
GENESIS,A PIE
ARCO IRIS,TRANSPORTE PUBLICO
LA UNION,A PIE
LUIS CARLOS GALAN,A PIE
SANTA ISABEL 1,A PIE
MARAYA,TRANSPORTE PUBLICO
JARDIN I,A PIE
CENTRO (A) PEREIRA,A PIE
UNIVERSIDAD TECNOLOGICA,A PIE
BOSTON,A PIE
MARAYA,TRANSPORTE PUBLICO
CENTRO (A) PEREIRA,A PIE
AGUAS CLARAS,A PIE
ASTURIAS,A PIE
PUERTA DEL SOL,A PIE
CENTRO,A PIE
ANTONIA SANTOS,A PIE
CABECERA DEL LLANO,MOTOCICLETA
BOLIVAR,MOTOCICLETA
CONUCOS,MOTOCICLETA
CONUCOS,MOTOCICLETA
CONUCOS,MOTOCICLETA
CONUCOS,MOTOCICLETA
CONUCOS,MOTOCICLETA
CHORRERAS DE DON JUAN,A PIE
BOSQUES DE BAVIERA,A PIE
EL BOSQUE,A PIE
VDA. EL CARRIZAL,MOTOCICLETA
ARENALES CAMPESTRE,A PIE
EL POBLADO,A PIE
EL POBLADO,A PIE
COMBEIMA,A PIE
CARMENZA ROCHA,A PIE
TULIO VARON,A PIE
CRISTOBAL COLON E10,A PIE
URB. TEQUENDAMA E19,MOTOCICLETA
SAN PEDRO E3,A PIE
DIAMANTE E13,MOTOCICLETA
POTRERO GRANDE E21,A PIE
PRIMERO DE MAYO E17,A PIE
MARIANO RAMOS E16,A PIE
URB. COLSEGUROS E19,MOTOCICLETA
LLERAS RESTREPO E13,A PIE
GRANADA E2,A PIE
LAS DELICIAS E4,TRANSPORTE PUBLICO
COLSEGUROS ANDES E10,TRANSPORTE PUBLICO
LOS CAMBULOS E19,A PIE
LOS CAMBULOS E19,A PIE
LOS CAMBULOS E19,A PIE
EL LIDO E19,MOTOCICLETA
EL LIDO E19,MOTOCICLETA
URB. COLSEGUROS E19,A PIE
NUEVA FLORESTA E12,MOTOCICLETA
VIPASA E2,MOTOCICLETA
COMPARTIR E21,A PIE
LOS CAMINOS,A PIE
MORRO PLANO,A PIE
ZAMORANO,A PIE
CRUCES E25,A PIE
LA ASUNCION,A PIE
LA FLORESTA C-12,MOTOCICLETA
LA FRONTERA  C-2,MOTOCICLETA
PEDREGAL C-6,MOTOCICLETA
LA CANDELARIA C-10,A PIE
CARIBE C-5,A PIE
LA CANDELARIA C-10,A PIE
BUENOS AIRES  C-9,A PIE
BARRIO COLON C-10,A PIE
LA CANDELARIA C-10,MOTOCICLETA
SURAMERICANA C-11,A PIE
LA CANDELARIA C-10,A PIE
EL CHAGUALO C-10,A PIE
EL POBLADO C-14,A PIE
DIEGO ECHAVARRIA C-16,A PIE
LA CANDELARIA C-10,MOTOCICLETA
BOLIVARIANA C-11,BICICLETA
FATIMA C-16,MOTOCICLETA
LOS ANGELES C-10,A PIE
GUAYAQUIL C-10,A PIE
EL POBLADO C-14,A PIE
LA MANSION C-8,A PIE
LA CANDELARIA C-10,A PIE
SANTO DOMINGO  1 C-1,A PIE
BOSTON C-10,A PIE
VDA. PAJARITO S.C.,A PIE
LAS BRISAS C-5,A PIE
ESTADIO C-11,A PIE
SAN ISIDRO,A PIE
ALTOS DEL PRADO,A PIE
VILLA CAROLINA,MOTOCICLETA
BOSQUE INDUSTRIAL,MOTOCICLETA
MAMONAL,A PIE
BARRIO BOYACA ALTO,A PIE
BARRIO CENTRO,A PIE
SOLANO,A PIE
CIUDAD JARDIN,A PIE
VEINTE DE JULIO,BICICLETA
BARRIO MUISCAS,A PIE
CENTRO,VEHICULO
BARRIO GALERIAS,A PIE
SECTOR LAS VALLAS,A PIE
SECTOR EL CABLE,A PIE
LA ESTRELLA,A PIE
LAS AVENIDAS,A PIE
LOS ALMENDROS,A PIE
INVASION 15 DE OCTUBRE,A PIE
EL GAVAN,MOTOCICLETA
BOLIVAR,MOTOCICLETA
PERIODISTAS,A PIE
LOS NARANJOS,MOTOCICLETA
LAS VEGAS,A PIE
TULCAN,MOTOCICLETA
SAN MARTIN,MOTOCICLETA
EL RECREO,A PIE
LA ESPERANZA,MOTOCICLETA
1º DE MAYO,MOTOCICLETA
LAS MARGARITAS,A PIE
VEREDA QUEBRADONA,A PIE
LA JULIA,MOTOCICLETA
LA PRADERA,MOTOCICLETA
CGTO LA YE,MOTOCICLETA
LIJACA E-1,A PIE
SAN PABLO E-7,A PIE
TURINGIA E-11,A PIE
ABRAHAM LINCON E-6,A PIE
QUINTA PAREDES E-13,A PIE
LAS MARGARITAS E-7,MOTOCICLETA
RAFAEL ESCAMILLA E-19,A PIE
CERRO VERDE E-2,A PIE
CERRO VERDE E-2,A PIE
CERRO VERDE E-2,A PIE
LIJACA E-1,A PIE
PATIO BONITO I E-8,A PIE
TEUSAQUILLO E-13,A PIE
LOS GRUPOS E-19,A PIE
CASABLANCA I     E-8,TRANSPORTE PUBLICO
CERROS DE ORIENTE E-18,MOTOCICLETA
LAS COLUMNAS E-4,A PIE
MANDALAY I ETAPA E-8,BICICLETA
SUBA CENTRO E-11,A PIE
CARVAJAL E-10,A PIE
CHAPINERO ALTO E-2,A PIE
VILLA ALSACIA SECTOR A E-9,TRANSPORTE PUBLICO
LA CABRERA E-2,A PIE
EL TINTAL E-8,A PIE
C. COMERCIAL SALITRE PLAZA E-9,A PIE
LA TOSCANA E-11,A PIE
SAN JOSE E-9,A PIE
PATIO BONITO I E-8,A PIE
NIZA NORTE E-11,A PIE
HACIENDA SANTA BARBARA I SECTOR E-1,A PIE
SUBA CENTRO E-11,A PIE
SANTA LUCIA E-18,A PIE
CHAPINERO CENTRAL E-2,A PIE
QUIRIGUA I E-10,A PIE
CERRO VERDE E-2,A PIE
CERRO VERDE E-2,A PIE
EL PATIO III SECTOR E-8,A PIE
PARQUE SIMON BOLIVAR E-13,BICICLETA
OLAYA E-18,A PIE
URB. INDUSTRIAL PENSILVANIA E-16,A PIE
CHICO NAVARRA E-1,A PIE
SAN JOAQUIN E-7,A PIE
URB. CASA LINDA E-19,A PIE
BANDERAS E-8,A PIE
VILLA ELISA E-11,A PIE
POLO CLUB E-12,TRANSPORTE PUBLICO
CENTRO,MOTOCICLETA
VEREDA LA ULAMA,A PIE
VEREDA LA ULAMA,A PIE
ALTO EMAYA,A PIE
VEREDA LLANO GRANDE,MOTOCICLETA
PESCAITO,MOTOCICLETA
TAGANGA,A PIE
ESTERO,A PIE
ESTERO,A PIE
JORDAN,MOTOCICLETA
EL RETIRO,A PIE
CENTRO,A PIE
REMANSOS DE ROSA BLANCA,A PIE
REMANSOS DE ROSA BLANCA,A PIE
REMANSOS DE ROSA BLANCA,A PIE
SAN FELIPE,A PIE
ALTAMIRA,A PIE
POTRERILLO,MOTOCICLETA
POTRERILLO,A PIE
EL ROSARIO,MOTOCICLETA
LA AURORA,A PIE
PANDIACO,A PIE
LA CAROLINA,TRANSPORTE PUBLICO
CENTRO,A PIE
BARRIO CERRO NORTE,A PIE
URBANIZACION GARCIA HERREROS,A PIE
BARRIO LA VICTORIA,A PIE
BARRIO EL PENHON,MOTOCICLETA
GALAN,BICICLETA
GALAN,BICICLETA
EL RECREO,TRANSPORTE PUBLICO
ZONA CENTRO,A PIE
SECTOR PLAZA DE BOLIVAR,A PIE
BAVARIA,A PIE
KENNEDY,A PIE
SECTOR PLAZA DE BOLIVAR,A PIE
BARRIO MORRIS LANDING,A PIE
SAN PEDRO CLAVER,A PIE
BOSTON,A PIE
CABECERA DEL LLANO,A PIE
LA CONCORDIA,A PIE
MUTIS,MOTOCICLETA
CENTRO,A PIE
ALARCON,A PIE
SAN FRANCISCO,A PIE
CABECERA DEL LLANO,A PIE
GARCIA ROVIRA,A PIE
CENTRO,MOTOCICLETA
EL TEJAR,A PIE
SAN FRANCISCO,MOTOCICLETA
CANHAVERAL,A PIE
OSPINA PEREZ,MOTOCICLETA
EL PROGRESO,MOTOCICLETA
EL PROGRESO,MOTOCICLETA
CIUDAD SATELITE,MOTOCICLETA
CIUDAD SATELITE,MOTOCICLETA
LA FRANCIA,A PIE
RICAURTE PARTE BAJA,MOTOCICLETA
BRETANHA E9,MOTOCICLETA
CHAMPAGNAT E19,A PIE
EL PRADO E11,BICICLETA
JULIO RINCON E12,A PIE
VILLACOLOMBIA E8,A PIE
LA CAMPINHA E2,MOTOCICLETA
SUCRE E9,A PIE
MARIANO RAMOS E16,A PIE
LAS AMERICAS E8,A PIE
BELEN E20,A PIE
VERSALLES E2,A PIE
CGTO LA LEONERA E1,A PIE
LA MERCED E3,MOTOCICLETA
LOS LAGOS E13,A PIE
BUENOS AIRES E18,A PIE
BUENOS AIRES E18,A PIE
SAN PEDRO E3,TRANSPORTE PUBLICO
LILI E17,MOTOCICLETA
URB. SAN FERNANDO,A PIE
CGTO ROZO,A PIE
SIETE DE AGOSTO,MOTOCICLETA
LA CONCORDIA,A PIE
LA CONCORDIA,A PIE
CEMENTERIO LOS OLIVOS,MOTOCICLETA
VILLA CAMPESTRE,A PIE
CENTRO,A PIE
CIUDADELA DEL NORTE,A PIE
CIUDADELA DEL NORTE,A PIE
ALTOS DE NIQUIA,A PIE
CENTRO ADMINISTRATIVO C-10,A PIE
FLORIDA NUEVA C-11,A PIE
LA CANDELARIA C-10,A PIE
ESTADIO C-11,A PIE
EL DIAMANTE C-7,MOTOCICLETA
ESTADIO C-11,A PIE
EL CHAGUALO C-10,A PIE
GUAYAQUIL C-10,A PIE
EL POBLADO C-14,A PIE
LA AGUACATALA C-14,A PIE
LA CANDELARIA C-10,A PIE
OBRERO,A PIE
PARQUE PRINCIPAL,A PIE
EL CARMEN,A PIE
BLAS DE LEZO,VEHICULO
LAS GAVIOTAS,A PIE
BARRIO SANTA MARTA,A PIE
BARRIO SANTA MARTA,A PIE
BARRIO SANTA MARTA,A PIE
BARRIO EL CARMEN,A PIE
LINARES,MOTOCICLETA
ESTACION URIBE,A PIE
BETANIA,A PIE
LA CANDELARIA,A PIE
LA CANDELARIA,A PIE
LAS AVENIDAS,A PIE
SAN FRANCISCO,A PIE
PANDIGUANDO,A PIE
VARIANTE NORTE,A PIE
VEREDA,A PIE
AMANECERES DEL VALLE,TRANSPORTE PUBLICO
LOS CAMPANOS,A PIE
NUEVA ESPERANZA,A PIE
SAN ANTONIO,A PIE
URB.DON ALBERTO,MOTOCICLETA
LOS ALAMOS,A PIE
PATIO BONITO I E-8,TRANSPORTE PUBLICO
METROPOLIS E-12,BICICLETA
TOBERIN ORIENTAL E-1,BICICLETA
URB. TIERRA LINDA E-11,A PIE
ALAMEDA E-10,A PIE
CENTRO ANTONIO NARINHO E-13,A PIE
PORVENIR LA CONCEPCION E-7,A PIE
BOSQUE POPULAR E-10,A PIE
SANTA FE E-14,A PIE
SANTA ISABEL OCCIDENTAL E-16,A PIE
MEISSEN E-19,A PIE
SANTA LUCIA SUR E-18,TRANSPORTE PUBLICO
TURINGA SUBA E-11,A PIE
VEINTE DE JULIO E-4,A PIE
MARLY E-2,A PIE
CARVAJAL E-8,A PIE
PERPETUO SOCORRO E-8,A PIE
LAS MARGARITAS E-8,A PIE
MOLINOS DEL SUR E-18,A PIE
SANTA BARBARA E-1,TRANSPORTE PUBLICO
MONTEVIDEO E-9,A PIE
ISLA DEL SOL E-6,A PIE
SAN PEDRO E-11,A PIE
LA SOLEDAD E-13,A PIE
SAN FRANCISCO E-19,A PIE
LAS MARIAS,TRANSPORTE PUBLICO
CENTRO,MOTOCICLETA
CAMPO NUNHEZ,A PIE
MANZANARES,A PIE
JORGE ELIECER GAITAN,MOTOCICLETA
CENTRO,A PIE
TAGANGA,A PIE
LOS MORICHES,A PIE
VEREDA APIAY,A PIE
VEREDA APIAY,A PIE
VEREDA APIAY,A PIE
VEREDA APIAY,A PIE
SAN FELIPE,A PIE
SAN FELIPE,A PIE
POPULAR,A PIE
FATIMA,MOTOCICLETA
ESTADIO LIBERTAD,A PIE
CARACHA,A PIE
EL BERLIN,A PIE
B/LOS ROBLES,A PIE
CIUDAD DORADA,MOTOCICLETA
VDA.COCORA,A PIE
VEREDA TAMBORES,A PIE
PANORAMA I,A PIE
MATECANHA,A PIE
SECTOR PARQUE LA LIBERTAD,A PIE
ALTAVISTA,A PIE
BARRIO CORALES,MOTOCICLETA
FLOWER HILL,MOTOCICLETA
ALCAZAR,A PIE
JERUSALEN,A PIE
COMUNEROS,A PIE
URB. CIUDAD BOLIVAR,A PIE
CABECERA DEL LLANO,MOTOCICLETA
SAN ALONSO,MOTOCICLETA
CENTRO,A PIE
EL ROCIO,A PIE
EL ROCIO,A PIE
LAGOS II,A PIE
PANORAMA,A PIE
JUNIN,TRANSPORTE PUBLICO
CALLE REAL,A PIE
SAN JOSE,A PIE
PARAISO PUERTA ROJA,MOTOCICLETA
FLORENCIA,MOTOCICLETA
FUNDADORES,A PIE
LA FRANCIA,A PIE
VERSALLES,A PIE
GALERIA DE PUEBLO NUEVO,A PIE
OBRERO,A PIE
SAN JOAQUIN E17,A PIE
LA ESPERANZA E11,A PIE
CAMINO REAL - LOS FUNDADORES E19,A PIE
PARCELACIONES PANCE E22,A PIE
LAS ORQUIDEAS E14,A PIE
PARCELACIONES PANCE E22,A PIE
U.R. SANTIAGO DE CALI E19,MOTOCICLETA
MORICHAL DE COMFANDI E15,A PIE
URB. CIUDAD JARDIN E22,A PIE
SAN JOAQUIN E17,A PIE
ALAMEDA E9,A PIE
BELISARIO CAICEDO E20,MOTOCICLETA
CALIMIO DESEPAZ E21,A PIE
ZAMORANO,MOTOCICLETA
JUAN PABLO SEGUNDO,A PIE
LA INDEPENDENCIA,A PIE
LA CONCORDIA,A PIE
CRUCES E25,A PIE
LA PAZ,TRANSPORTE PUBLICO
VILLA FLORA C-7,MOTOCICLETA
BUENOS AIRES  C-9,BICICLETA
FLORENCIA C-5,MOTOCICLETA
LA SALLE  C-3,A PIE
LA CANDELARIA C-10,A PIE
SAN JOAQUIN C-11,A PIE
LA CANDELARIA C-10,A PIE
BARRIO COLOMBIA C-14,MOTOCICLETA
VILLA CARLOTA C-14,BICICLETA
LAS GRANJAS,A PIE
MEQUEJO,TRANSPORTE PUBLICO
LA PLAYA,MOTOCICLETA
EL TRIUNFO,A PIE
LAS DELICIAS 1,MOTOCICLETA
SITIO ALTO DE TRUJILLO,A PIE
URBANIZACION ANTONIA SANTOS,A PIE
BARRIO MUISCAS,A PIE
URBANIZACION ANTONIA SANTOS,A PIE
VDA. VERACRUZ,A PIE
EL BOSQUE,A PIE
RETIRO ALTO,MOTOCICLETA
CENTRO,MOTOCICLETA
OBRERO,A PIE
MARIA CAMILA,MOTOCICLETA
SAN MARTIN,MOTOCICLETA
EL CARMEN,A PIE
BALNEARIO HURTADO,A PIE
ALHAMBRA SECTOR NORTE E-11,A PIE
GRAN BRITALIA E-8,MOTOCICLETA
FRANCISCO JOSE DE CALDASS   E-8,A PIE
NUEVA ALSACIA E-11,A PIE
MARANDU E-10,A PIE
TOBERIN ORIENTAL E-1,A PIE
NORMANDIA E-10,A PIE
JULIO FLOREZ E-11,A PIE
GALERIAS E-13,A PIE
IBERIA E-11,MOTOCICLETA
CIUDAD KENNEDY CENTRAL E-8,A PIE
SAN PABLO E-9,A PIE
VERBENAL E-1,A PIE
LAS FERIAS E-10,A PIE
EL CODITO E-1,A PIE
TAYRONA E-8,A PIE
SAN FRANCISCO E-19,TRANSPORTE PUBLICO
ARMENIA E-13,A PIE
LAS MERCEDES E-4,A PIE
VILLAS DE GRANADA E-10,A PIE
SAN PABLO E-7,A PIE
URB. PUENTE ARANDA E-16,A PIE
PIAMONTE E-7,A PIE
EL ESTADIO,A PIE
CENTRO,A PIE
SANTO (COLOMBO-ARABE),A PIE
7 DE AGOSTO,MOTOCICLETA
LIBERTADORES II ETAPA,A PIE
LIBERTADORES II ETAPA,A PIE
PAEZ,A PIE
PAEZ,A PIE
CANDIDO LEGUIZAMO,MOTOCICLETA
EL JARDIN,A PIE
ZONA MERCADO,A PIE
CENTRO,MOTOCICLETA
LA ESPERANZA,A PIE
VILLA BOLIVAR,A PIE
VILLA JULIA,A PIE
LA ESPERANZA VI ETAPA,A PIE
OLIMPICO,A PIE
ANTONIO V/CIO,A PIE
VEREDA GUAN PANGATA,A PIE
POTRERILLO,A PIE
CORAZON DE JESUS,MOTOCICLETA
BARRIO LATINO,A PIE
BARRIO TOLEDO PLATA,A PIE
BARRIO TOLEDO PLATA,A PIE
SECTOR LA FOGATA,BICICLETA
SECTOR LA FOGATA,BICICLETA
SECTOR LA FOGATA,BICICLETA
ZONA CENTRO,VEHICULO
ZONA CENTRO,A PIE
EL MIRADOR,MOTOCICLETA
MATADERO,A PIE
MATADERO,A PIE
LA ROMELIA,A PIE
CANHARTE,A PIE
SECTOR PLAZA DE BOLIVAR,MOTOCICLETA
JAIME PARDO LEAL,A PIE
FLOWER HILL,MOTOCICLETA
BOSTON,A PIE
20 DE ENERO,MOTOCICLETA
URB. PASEO LA FERIA,A PIE
CIUDADELA REAL DE MINAS,VEHICULO
CIUDADELA REAL DE MINAS,VEHICULO
TRANSICION I,A PIE
ARANZOQUE,TRANSPORTE PUBLICO
RIO PRADO,A PIE
SAN CARLOS,MOTOCICLETA
VRDA  LA GOMEZ,A PIE
CHIQUINQUIRA,MOTOCICLETA
EL CENTRO,A PIE
CONDOMINIO EL IMPERIO,VEHICULO
VER.PARADERO,A PIE
LA FLORIDA,A PIE
CORDOBA,A PIE
VILLA CAFE,MOTOCICLETA
CENTRO,A PIE
VILLA MARINA,A PIE
ARADO PARTE ALTA,TRANSPORTE PUBLICO
VILLA MARIA,A PIE
INTERLAKEN,A PIE
TORRES DE CONFANDI E5,MOTOCICLETA
BRETANHA E9,A PIE
EL POBLADO II E13,MOTOCICLETA
VALLADO E15,BICICLETA
PARCELACIONES PANCE E22,A PIE
MANUELA BELTRAN E14,A PIE
SIMON BOLIVAR E8,VEHICULO
EL INGENIO E17,VEHICULO
U.R. SANTIAGO DE CALI E19,A PIE
LAS AMERICAS E8,A PIE
SAN FERNANDO NUEVO E19,MOTOCICLETA
ALTO DEL CASTILLO,A PIE
SAN VICENTE,A PIE
SAN VICENTE,A PIE
LA CONCORDIA,A PIE
CIUDADELA DEL NORTE,MOTOCICLETA
GRAN AVENIDA,MOTOCICLETA
LOS NARANJOS,A PIE
ZONA INDUSTRIAL #1,A PIE
EL POBLADO C-14,TRANSPORTE PUBLICO
LA CANDELARIA C-10,A PIE
LA CANDELARIA C-10,A PIE
GUAYAQUIL C-10,A PIE
ESTADIO C-11,TRANSPORTE PUBLICO
EL CUCARACHO C-7,A PIE
CALAZANS C-12,MOTOCICLETA
CARLOS E. RESTREPO C-11,TRANSPORTE PUBLICO
LA CANDELARIA C-10,A PIE
EL POBLADO C-14,A PIE
CARRIZAL,MOTOCICLETA
EL RECREO,TRANSPORTE PUBLICO
20 DE JULIO,MOTOCICLETA
LAS ESTRELLAS,MOTOCICLETA
SAN VICENTE,MOTOCICLETA
CORDIALIDAD,A PIE
SECTOR LAS DELICIAS,A PIE
LOS ALISOS,A PIE
VDA. SANTA HELENA,A PIE
SANTA ANA,A PIE
CENTRO,A PIE
ABBAS TURBAY,MOTOCICLETA
LA PRIMAVERA,A PIE
CAMANI,MOTOCICLETA
PRADERA DOS,A PIE
VILLA DEL NORTE,MOTOCICLETA
VDA MANDIVA,A PIE
MARIA EUGENIA ALTO,A PIE
EL PORVENIR,A PIE
URB.DON ALBERTO,A PIE
DIVINO NINHO,A PIE
NUEVO MILENIO,A PIE
CHAMBACU,A PIE
ALAMEDAS DEL SINU,A PIE
LOS LAURELES,A PIE
CGTO LOS CARRETOS,MOTOCICLETA
CASABLANCA I     E-8,MOTOCICLETA
GALERIAS E-13,TRANSPORTE PUBLICO
HIPOTECHO OCCIDENTAL E-8,TRANSPORTE PUBLICO
ABRAHAM LINCON E-6,A PIE
EL CODITO E-1,A PIE
LOS LACHES E-3,A PIE
VOTO NACIONAL E-14,A PIE
QUINTA PAREDES E-13,TRANSPORTE PUBLICO
SURBANA E-7,TRANSPORTE PUBLICO
PARDO RUBIO E-2,A PIE
BOSA CARBONELL I E-7,A PIE
CIUDAD KENNEDY CENTRAL E-8,A PIE
SAN VICTORINO E-3,A PIE
HIPOTECHO OCCIDENTAL E-8,MOTOCICLETA
LAS AMERICAS E-13,A PIE
EL PINAR E-11,BICICLETA
MANDALAY I ETAPA E-8,TRANSPORTE PUBLICO
MODELIA E-9,MOTOCICLETA
PATIO BONITO I E-8,A PIE
CHICO NAVARRA E-1,A PIE
EL TUNAL II E-6,A PIE
CENTRO ADMINISTRATIVO E-17,A PIE
NUEVA DELLY E-4,A PIE
URB. ZONA INDUSTRIAL E-16,A PIE
7 DE AGOSTO E-12,A PIE
LAURELES LA ESTACION E-7,A PIE
ONASIS E-8,A PIE
BOSA E-7,A PIE
BELLAVISTA E-8,A PIE
LA PORCIUNCULA E-2,A PIE
LA PORCIUNCULA E-2,A PIE
GRAN BRITALIA E-8,MOTOCICLETA
SAN FELIPE E-12,MOTOCICLETA
SUCRE E-2,A PIE
PARQUE NACIONAL E-3,A PIE
NICOLAS DE FEDERMAN E-13,A PIE
LA AUTOPISTA E-16,A PIE
TINTALITO E-8,A PIE
RICAURTE E-14,A PIE
ARMENIA E-13,A PIE
BACHUE E-10,A PIE
VILLA LUZ E-10,A PIE
LA SOLEDAD E-13,A PIE
TEQUENDAMA   E-8,BICICLETA
CONTADOR E-1,TRANSPORTE PUBLICO
URB. ELTEJAR E-16,A PIE
LA FLORESTA E-11,MOTOCICLETA
PARDO RUBIO E-2,MOTOCICLETA
SERAFINA E-4,A PIE
GALERIAS E-13,A PIE
LA PRADERA NORTE E-16,A PIE
DIVINO ROSTRO E-19,A PIE
JUAN PABLO I,A PIE
SAN MATEO,TRANSPORTE PUBLICO
VER.CENTRO,A PIE
COQUIVACOA,A PIE
URB. MANANTIAL,MOTOCICLETA
SAN JUDAS,MOTOCICLETA
CENTRO,A PIE
VEREDA MONSERRATE,MOTOCICLETA
LA ORQUIDEA,A PIE
LOS DUJOS,MOTOCICLETA
TENERIA,MOTOCICLETA
PUENES,A PIE
SAN FELIPE,A PIE
SAN FELIPE,A PIE
CUATRO DE JUNIO,A PIE
AV. LAS AMERICAS,A PIE
PARQUE BOLIVAR,MOTOCICLETA
ARNULFO GUERRERO,A PIE
VILLA FLOR I,MOTOCICLETA
CENTRO,A PIE
VENECIA,MOTOCICLETA
VIA QUE CONDUCE A TUMACO,A PIE
BARRIO NUEVO HORIZONTE,MOTOCICLETA
BARRIO CAMILO TORRES,MOTOCICLETA
VILLA LILIANA,A PIE
LA PAZ CENTRO,A PIE
ESTACION VILLEGAS,MOTOCICLETA
SECTOR BATALLON SAN MATEO,MOTOCICLETA
CENTRO (A) PEREIRA,A PIE
B. PINARES,A PIE
SECTOR HANSA,MOTOCICLETA
BARRIO ALMENDRO,MOTOCICLETA
LAS MALVINAS,A PIE
CARDALES,MOTOCICLETA
CIUDADELA REAL DE MINAS,A PIE
ALARCON,A PIE
DIVINO NINHO (COLORADOS),A PIE
CENTRO,A PIE
ANTONIA SANTOS,MOTOCICLETA
ANTONIA SANTOS,MOTOCICLETA
GARCIA ROVIRA,A PIE
SAN FRANCISCO,A PIE
BELLAVISTA ALTA,A PIE
PUERTO MADERO,MOTOCICLETA
CGTO SAN ANTONIO,MOTOCICLETA
VARIANTE,A PIE
PRIMERO DE MAYO,A PIE
SIMON BOLIVAR,MOTOCICLETA
VILLA CAFE,A PIE
SANTA ANA,MOTOCICLETA
RICAURTE PARTE ALTA,MOTOCICLETA
MANUELA BELTRAN E14,A PIE
EL INGENIO E17,A PIE
VALLE GRANDE E21,A PIE
NUEVA TEQUENDAMA E19,MOTOCICLETA
SAN PEDRO E3,A PIE
