BARRIO,ARMA
MURILLO TORO E-18,ARMA BLANCA / CORTOPUNZANTE
EL CAMPIN E-13,ARMA BLANCA / CORTOPUNZANTE
URB. LA ALQUERIA E-16,SIN EMPLEO DE ARMAS
URB. GAITAN E-12,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO CENTRAL E-2,SIN EMPLEO DE ARMAS
SAN ANTONIO E-15,SIN EMPLEO DE ARMAS
PATIO BONITO I E-8,ARMA DE FUEGO
POLO CLUB E-12,SIN EMPLEO DE ARMAS
EL EJIDO E-16,SIN EMPLEO DE ARMAS
POLO CLUB E-12,ARMA BLANCA / CORTOPUNZANTE
LOS PINOS E-10,ARMA DE FUEGO
NUEVA COLOMBIA E-19,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO ALTO E-2,ARMA DE FUEGO
ALCALA E-16,ARMA BLANCA / CORTOPUNZANTE
BALMORAL,ARMA BLANCA / CORTOPUNZANTE
SANTA ANA,ARMA BLANCA / CORTOPUNZANTE
SANTA BARBARA,CONTUNDENTES
TRAMO DE VIA,CONTUNDENTES
BARRIO PRIMERO DE OCTUBRE,SIN EMPLEO DE ARMAS
PUERTA DEL SOL,CONTUNDENTES
LUIS IGNACIO ANDRADE,ARMA BLANCA / CORTOPUNZANTE
ALTICO,SIN EMPLEO DE ARMAS
VEREDA SAN MATIAS,ARMA DE FUEGO
VEREDA SAN MATIAS,ARMA DE FUEGO
LOS LAGOS,ARMA DE FUEGO
VEREDA MEDIO ORIENTE,ARMA DE FUEGO
URBANIZACION LA INVASION RH,SIN EMPLEO DE ARMAS
SAN MARTIN,ARMA BLANCA / CORTOPUNZANTE
JORDAN,ARMA BLANCA / CORTOPUNZANTE
CAUDAL ORIENTAL,CONTUNDENTES
MARACOS,ARMA DE FUEGO
VEREDA APIAY,CONTUNDENTES
VEREDA APIAY,CONTUNDENTES
VEREDA APIAY,CONTUNDENTES
VILLA JULIA,SIN EMPLEO DE ARMAS
LA ESPERANZA,CONTUNDENTES
VAINILLA,ARMA BLANCA / CORTOPUNZANTE
JARDIN,ARMA BLANCA / CORTOPUNZANTE
SAN JORGE,CONTUNDENTES
PANDIACO,ARMA BLANCA / CORTOPUNZANTE
IDEMA,ARMA BLANCA / CORTOPUNZANTE
VERSALLES,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
BARRIO LA PLAYA,SIN EMPLEO DE ARMAS
BARRIO LA PLAYA,SIN EMPLEO DE ARMAS
BARRIO LA GLORIA,SIN EMPLEO DE ARMAS
JOSE HOMERO,CONTUNDENTES
NUEVA CECILIA,SIN EMPLEO DE ARMAS
MIRAFLORES ALTO,ARMA BLANCA / CORTOPUNZANTE
MIRAFLORES ALTO,CONTUNDENTES
SECTOR IMPALA,SIN EMPLEO DE ARMAS
SECTOR AVENIDA CIRCUNVALAR,CONTUNDENTES
BARRIOS UNIDOS,ARMA DE FUEGO
PRIMERO DE MAYO,ARMA DE FUEGO
EL PARNASO,SIN EMPLEO DE ARMAS
LA CEIBA,ARMA BLANCA / CORTOPUNZANTE
SAN FRANCISCO,ARMA DE FUEGO
CABECERA DEL LLANO,SIN EMPLEO DE ARMAS
CABECERA DEL LLANO,CONTUNDENTES
CENTRO,SIN EMPLEO DE ARMAS
VDA. LOS CAUCHOS,ARMA BLANCA / CORTOPUNZANTE
EL REPOSO,SIN EMPLEO DE ARMAS
BALCON DE ALARES,SIN EMPLEO DE ARMAS
FAVUIS,ARMA DE FUEGO
VDA. GUATIGUARA,SIN EMPLEO DE ARMAS
SECTOR SALIDA A MAGANGUE,ARMA DE FUEGO
LA FE,ARMA DE FUEGO
LAS DELICIAS,ARMA BLANCA / CORTOPUNZANTE
PLAZA MAJAGUAL,ARMA BLANCA / CORTOPUNZANTE
MACARENA,SIN EMPLEO DE ARMAS
VILLA DEL SOL,ARMA BLANCA / CORTOPUNZANTE
CALARCA,SIN EMPLEO DE ARMAS
20 DE JULIO,ARMA BLANCA / CORTOPUNZANTE
GAITAN PARTE ALTA,SIN EMPLEO DE ARMAS
CALARCA,ARMA BLANCA / CORTOPUNZANTE
INDEPENDENCIA,SIN EMPLEO DE ARMAS
PRADOS DEL NORTE E2,SIN EMPLEO DE ARMAS
ALFONSO LOPEZ I E7,ARMA BLANCA / CORTOPUNZANTE
CUARTO LEGUA - GUADALUPE E19,ARMA DE FUEGO
EUCARISTICO E19,ARMA DE FUEGO
JUNIN E9,ARMA DE FUEGO
PRADOS DEL NORTE E2,ARMA DE FUEGO
SAN FERNANDO NUEVO E19,ARMA DE FUEGO
VILLA DEL PRADO - EL GUABITO E5,ARMA DE FUEGO
CALDAS E18,ARMA BLANCA / CORTOPUNZANTE
URB. COLSEGUROS E19,SIN EMPLEO DE ARMAS
INDUSTRIAL E8,ARMA DE FUEGO
DIAMANTE E13,ARMA DE FUEGO
CIUDADELA CONFANDI E17,CONTUNDENTES
EL LIDO E19,ARMA DE FUEGO
ALFONSO LOPEZ I E7,ARMA BLANCA / CORTOPUNZANTE
VERSALLES E2,ARMA DE FUEGO
ALFONSO LOPEZ I E7,ARMA BLANCA / CORTOPUNZANTE
FEPICOL E7,ARMA DE FUEGO
COINCER,ARMA BLANCA / CORTOPUNZANTE
QUINTAS DE BOLIVAR E24,ARMA BLANCA / CORTOPUNZANTE
LLANO GRANDE,ARMA BLANCA / CORTOPUNZANTE
NIQUIA BIFAMILIAR,SIN EMPLEO DE ARMAS
CIUDADELA DEL NORTE,ARMA BLANCA / CORTOPUNZANTE
LA ESTACION,ARMA DE FUEGO
LA MARIA,SIN EMPLEO DE ARMAS
LAS VEGAS,ARMA DE FUEGO
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LOPEZ DE MESA C-7,SIN EMPLEO DE ARMAS
CARIBE C-5,SIN EMPLEO DE ARMAS
SANTA MONICA C-12,ARMA DE FUEGO
EL NOGAL. LOS ALMENDROS C-16,ARMA DE FUEGO
GUAYAQUIL C-10,SIN EMPLEO DE ARMAS
ESTACION VILLA C-10,ARMA DE FUEGO
ESTACION VILLA C-10,ARMA BLANCA / CORTOPUNZANTE
CUCARACHO C-7,ARMA BLANCA / CORTOPUNZANTE
LA FLORESTA C-12,CONTUNDENTES
NARANJAL C-11,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
7 DE ABRIL,ARMA DE FUEGO
EL SANTUARIO,ARMA DE FUEGO
EL SANTUARIO,ARMA DE FUEGO
EL SANTUARIO,ARMA DE FUEGO
SAN LUIS,SIN EMPLEO DE ARMAS
SAN NICOLAS,ARMA BLANCA / CORTOPUNZANTE
REP. DEL LIBANO,ARMA DE FUEGO
REP. DEL LIBANO,ARMA DE FUEGO
PIE DE LA POPA,ARMA DE FUEGO
BLAS DE LEZO,ARMA DE FUEGO
COLOMBIA,CONTUNDENTES
EL CARMEN,ARMA BLANCA / CORTOPUNZANTE
BARRIO AQUIMIN,SIN EMPLEO DE ARMAS
LA AMAZONIA,ARMA BLANCA / CORTOPUNZANTE
LA AMAZONIA,ARMA BLANCA / CORTOPUNZANTE
EL ROSAL,SIN EMPLEO DE ARMAS
PABLO SEXTO,ARMA DE FUEGO
20 DE JULIO,SIN EMPLEO DE ARMAS
LOS HELECHOS,SIN EMPLEO DE ARMAS
LAS AMERICAS,SIN EMPLEO DE ARMAS
MORALES DUQUE,ARMA DE FUEGO
LA SABANITA,ARMA DE FUEGO
LOS MUSICOS,SIN EMPLEO DE ARMAS
EL PINHAL,ARMA BLANCA / CORTOPUNZANTE
HUAPANGO,ARMA DE FUEGO
NINHO JESUS,SIN EMPLEO DE ARMAS
BONANZA,PALANCAS
MIS ESFUERZOS,ARMA DE FUEGO
EL DORADO,ARMA DE FUEGO
LOS ARRAYANES E-11,SIN EMPLEO DE ARMAS
BOSA E-7,SIN EMPLEO DE ARMAS
ROSALES E-2,ARMA BLANCA / CORTOPUNZANTE
PARQUE NACIONAL E-3,ARMA DE FUEGO
QUINTA CAMACHO E-2,ARMA BLANCA / CORTOPUNZANTE
COUNTRY PLAZA E-1,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO ALTO E-2,SIN EMPLEO DE ARMAS
LA LIBERTAD E-7,ARMA DE FUEGO
MUZU E-16,ARMA DE FUEGO
LA CITA E-1,SIN EMPLEO DE ARMAS
LA FAVORITA E-14,SIN EMPLEO DE ARMAS
LAS NIEVES E-3,ARMA BLANCA / CORTOPUNZANTE
VILLA LUZ E-10,SIN EMPLEO DE ARMAS
LA FRAGUA E-15,CONTUNDENTES
VERBENAL E-1,ARMA BLANCA / CORTOPUNZANTE
SAN BERNARDINO E-7,ARMA DE FUEGO
BOSA CENTRO E-7,ARMA BLANCA / CORTOPUNZANTE
URB. LAS LOMAS E-18,ARMA DE FUEGO
VEINTE DE JULIO E-4,ARMA BLANCA / CORTOPUNZANTE
URB. CARIMAGUA I SECTOR E-8,ARMA DE FUEGO
SAN JOSE DE BAVARIA E-11,ARMA DE FUEGO
GRAN BRITALIA E-8,ARMA BLANCA / CORTOPUNZANTE
URB. SAN PATRICIO E-1,SIN EMPLEO DE ARMAS
EL TUNAL II E-6,ARMA BLANCA / CORTOPUNZANTE
EL NOGAL E-2,ARMA BLANCA / CORTOPUNZANTE
OLAYA E-18,SIN EMPLEO DE ARMAS
SANTA LUCIA E-18,SIN EMPLEO DE ARMAS
SAN FERNANDO E-12,SIN EMPLEO DE ARMAS
PIAMONTE E-7,ARMA DE FUEGO
CHAPINERO CENTRAL E-2,SIN EMPLEO DE ARMAS
CHICO NORTE III SECTOR E-2,SIN EMPLEO DE ARMAS
COLOMBIA E-12,SIN EMPLEO DE ARMAS
MORAVIA E-9,SIN EMPLEO DE ARMAS
EL RECREO E-7,SIN EMPLEO DE ARMAS
PATIO BONITO I E-8,ARMA BLANCA / CORTOPUNZANTE
BOSA E-7,ARMA BLANCA / CORTOPUNZANTE
SANTA ROSITA E-10,SIN EMPLEO DE ARMAS
ATAHUALPA E-9,SIN EMPLEO DE ARMAS
PATIO BONITO I E-8,ARMA BLANCA / CORTOPUNZANTE
CIUDAD KENNEDY OCC E-8,ARMA BLANCA / CORTOPUNZANTE
QUINTA PAREDES E-13,CONTUNDENTES
SAN DIEGO E-3,SIN EMPLEO DE ARMAS
MODELO E-12,SIN EMPLEO DE ARMAS
LAGO GAITAN E-2,SIN EMPLEO DE ARMAS
SAN JORGE E-18,SIN EMPLEO DE ARMAS
URB. LOS COMUNEROS E-16,SIN EMPLEO DE ARMAS
BACHUE E-10,SIN EMPLEO DE ARMAS
LA PONDEROSA E-16,ARMA BLANCA / CORTOPUNZANTE
SANTA ISABEL E-14,ARMA DE FUEGO
CENTRO,ARMA BLANCA / CORTOPUNZANTE
GAITAN,SIN EMPLEO DE ARMAS
GAITAN,SIN EMPLEO DE ARMAS
EL CARMEN,ARMA DE FUEGO
EL CARMEN,ARMA DE FUEGO
EL PROGRESO,ARMA DE FUEGO
PIEDRA PINTADA,SIN EMPLEO DE ARMAS
ALAMOS,SIN EMPLEO DE ARMAS
LOS ANDAQUIES,SIN EMPLEO DE ARMAS
LAS  MERCEDES,ARMA DE FUEGO
VEREDA TABACAL,ARMA DE FUEGO
CENTRO,ARMA DE FUEGO
CENTRO,ARMA DE FUEGO
BOLIVARIANA,ARMA BLANCA / CORTOPUNZANTE
VILLA ITALIA,SIN EMPLEO DE ARMAS
BELLA VISTA,ARMA DE FUEGO
VILLAS DE GRANADA,SIN EMPLEO DE ARMAS
VEREDA EL AMOR,SIN EMPLEO DE ARMAS
VEREDA EL AMOR,SIN EMPLEO DE ARMAS
VILLA JULIA,SIN EMPLEO DE ARMAS
CALAMAR,ARMA BLANCA / CORTOPUNZANTE
KIRPA,CONTUNDENTES
VILLA JULIA,ARMA BLANCA / CORTOPUNZANTE
SANTA HELENA I,ARMA BLANCA / CORTOPUNZANTE
SAN ANTONIO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
SANTA BARBARA,ARMA DE FUEGO
SANTIAGO,CONTUNDENTES
LA FLORESTA,ARMA BLANCA / CORTOPUNZANTE
SAN ALBANO,ARMA DE FUEGO
PUCALPA III,CONTUNDENTES
BARRIO CUNDINAMARCA,CONTUNDENTES
BARRIO GERONIMO URIBE,ARMA DE FUEGO
BARRIO LA PLAYA,SIN EMPLEO DE ARMAS
BARRIO EL LLANO,ARMA BLANCA / CORTOPUNZANTE
BARRIO CENTRO,CONTUNDENTES
BARRIO CENTRO,CONTUNDENTES
NAVARRO WOLF,ARMA BLANCA / CORTOPUNZANTE
SECTOR LA VEINTE,ARMA DE FUEGO
CANHAS GORDAS,CONTUNDENTES
INDEPENDIENTES,SIN EMPLEO DE ARMAS
PINARES DE SAN MARTIN,SIN EMPLEO DE ARMAS
SECTOR PARQUE LA LIBERTAD,ARMA BLANCA / CORTOPUNZANTE
CENTRO (A) PEREIRA,ARMA DE FUEGO
SAN JORGE,ARMA DE FUEGO
COLOMBIA,ARMA BLANCA / CORTOPUNZANTE
CGTO. EL CENTRO,ARMA DE FUEGO
BOLIVAR,SIN EMPLEO DE ARMAS
CABECERA DEL LLANO,SIN EMPLEO DE ARMAS
LA JOYA,ARMA BLANCA / CORTOPUNZANTE
ALFONSO LOPEZ,SIN EMPLEO DE ARMAS
BUENOS AIRES,CONTUNDENTES
C.R. VERSALLES REAL,ARMA DE FUEGO
LA CUMBRE,ARMA DE FUEGO
BUCARICA,ARMA BLANCA / CORTOPUNZANTE
LA CUMBRE,ARMA BLANCA / CORTOPUNZANTE
INV. NUEVA JUVENTUD,LLAVE MAESTRA
SECTOR TRONCAL,CONTUNDENTES
GUINEA,ARMA BLANCA / CORTOPUNZANTE
PUERTO LOPEZ,ARMA BLANCA / CORTOPUNZANTE
VENECIA,ARMA BLANCA / CORTOPUNZANTE
GAITAN,ARMA DE FUEGO
LA ARBOLEDA,SIN EMPLEO DE ARMAS
SIMON BOLIVAR,SIN EMPLEO DE ARMAS
MAGDALENA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
ARKALENA,ARMA BLANCA / CORTOPUNZANTE
VRDA. JUNTAS,ARMA DE FUEGO
VILLA DEL SOL,ARMA BLANCA / CORTOPUNZANTE
F8,ARMA BLANCA / CORTOPUNZANTE
VILLA DEL PRADO - EL GUABITO E5,SIN EMPLEO DE ARMAS
EL PRADO E11,SIN EMPLEO DE ARMAS
EL REFUGIO E19,ARMA DE FUEGO
CALIMA E4,SIN EMPLEO DE ARMAS
DESEPAZ INVICALI E21,SIN EMPLEO DE ARMAS
EL TREBOL E8,ARMA DE FUEGO
CANHAVERALEJO - SEGUROS P. E19,ARMA DE FUEGO
SAN PEDRO E3,ARMA DE FUEGO
CIUDAD CORDOBA E15,ARMA DE FUEGO
URB. CIUDAD JARDIN E22,SIN EMPLEO DE ARMAS
MARIANO RAMOS E16,SIN EMPLEO DE ARMAS
SAN PEDRO E3,ARMA DE FUEGO
SAN FERNANDO NUEVO E19,CONTUNDENTES
EL LIDO E19,ARMA DE FUEGO
SIETE DE AGOSTO E7,ARMA DE FUEGO
VALLADO E15,ARMA DE FUEGO
LA CAMPINHA E2,ARMA DE FUEGO
URB. COLSEGUROS E19,ARMA DE FUEGO
SAN ANTONIO,SIN EMPLEO DE ARMAS
LORETO,ARMA DE FUEGO
URIBE E25,ARMA BLANCA / CORTOPUNZANTE
OCHO DE DICIEMBRE,SIN EMPLEO DE ARMAS
ZAMORA,SIN EMPLEO DE ARMAS
PLAYA RICA,ARMA DE FUEGO
EL CAMELLO,ARMA DE FUEGO
MILLAN Y VALLEJUELOS,ARMA BLANCA / CORTOPUNZANTE
EL PORTAL,ARMA DE FUEGO
KENNEDY C-6,ARMA DE FUEGO
CALLE NUEVA C-10,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ESCOPOLAMINA
ESTADIO C-11,SIN EMPLEO DE ARMAS
SAN DIEGO C-10,SIN EMPLEO DE ARMAS
BELEN C-16,ARMA DE FUEGO
BELEN C-16,ARMA DE FUEGO
LA FLORIDA C-14,SIN EMPLEO DE ARMAS
LAURELES C-11,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
SAN DIEGO C-10,SIN EMPLEO DE ARMAS
CARIBE C-5,SIN EMPLEO DE ARMAS
EL BOSQUE,ARMA BLANCA / CORTOPUNZANTE
SECTOR TRIANGULO,ARMA DE FUEGO
ARRAYANES,ARMA BLANCA / CORTOPUNZANTE
ONDAS DE OTUN,SIN EMPLEO DE ARMAS
JUAN XXIII,SIN EMPLEO DE ARMAS
VILLA DEL PRADO,SIN EMPLEO DE ARMAS
GUADALUPE SALCEDO,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
PRADOS DEL NORTE,ARMA DE FUEGO
LA ESMERALDA,ARMA BLANCA / CORTOPUNZANTE
ALFONSO CAICEDO,SIN EMPLEO DE ARMAS
LA UNION,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
LA NEVADA,ARMA BLANCA / CORTOPUNZANTE
SILENCIO,SIN EMPLEO DE ARMAS
NINHO JESUS,SIN EMPLEO DE ARMAS
NINHO JESUS,SIN EMPLEO DE ARMAS
EL PARAISO,SIN EMPLEO DE ARMAS
TURINGIA E-11,SIN EMPLEO DE ARMAS
MARTIRES E-14,SIN EMPLEO DE ARMAS
RESTREPO E-15,SIN EMPLEO DE ARMAS
FONTIBON CENTRO E-9,SIN EMPLEO DE ARMAS
VILLA DE LA TORRE E-8,ARMA DE FUEGO
VILLA DE LA TORRE E-8,ARMA DE FUEGO
CHAPINERO ALTO E-2,SIN EMPLEO DE ARMAS
PARQUE NACIONAL E-3,SIN EMPLEO DE ARMAS
SAN FASSON E-14,SIN EMPLEO DE ARMAS
POLICARPA SALAVARRIETA E-15,SIN EMPLEO DE ARMAS
LA GAITANA E-11,SIN EMPLEO DE ARMAS
VOTO NACIONAL E-14,SIN EMPLEO DE ARMAS
PRADO SUR E-11,ARMA BLANCA / CORTOPUNZANTE
RICAURTE E-14,SIN EMPLEO DE ARMAS
ALQUERIA LA FRAGUA E-8,SIN EMPLEO DE ARMAS
LA ESMERALDA E-13,SIN EMPLEO DE ARMAS
LA CABRERA E-2,CONTUNDENTES
CHICO I E-2,SIN EMPLEO DE ARMAS
RESTREPO E-15,SIN EMPLEO DE ARMAS
URB. LAGUNETA E-6,SIN EMPLEO DE ARMAS
CONTADOR E-1,SIN EMPLEO DE ARMAS
SAN DIEGO E-3,SIN EMPLEO DE ARMAS
LAS COLINAS E-18,SIN EMPLEO DE ARMAS
PATIO BONITO I E-8,SIN EMPLEO DE ARMAS
VILLA JAVIER E-4,ARMA DE FUEGO
PRADO VERANIEGO E-11,SIN EMPLEO DE ARMAS
CAPELLANIA E-9,ARMA BLANCA / CORTOPUNZANTE
SANTA HELENITA E-10,SIN EMPLEO DE ARMAS
TURINGA SUBA E-11,SIN EMPLEO DE ARMAS
ALQUERIA LA FRAGUA E-8,ARMA BLANCA / CORTOPUNZANTE
ONCE DE NOVIEMBRE E-12,ARMA BLANCA / CORTOPUNZANTE
BOSA CENTRO E-7,SIN EMPLEO DE ARMAS
SAN LUIS E-13,ARMA DE FUEGO
SAN CRISTOBAL NORTE E-1,ARMA BLANCA / CORTOPUNZANTE
TEUSAQUILLO E-13,ARMA BLANCA / CORTOPUNZANTE
LOS VIRREYES II E-1,ARMA BLANCA / CORTOPUNZANTE
GUSTAVO RESTREPO E-18,ARMA BLANCA / CORTOPUNZANTE
SANTILLANA,ARMA BLANCA / CORTOPUNZANTE
EL MOLINO,ARMA BLANCA / CORTOPUNZANTE
SAN MARTIN DE LOBA,SIN EMPLEO DE ARMAS
CORREGIMIENTO DE ZAMBRANO,ARMA DE FUEGO
PROVIVIENDA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
CANDIDO LEGUIZAMO,SIN EMPLEO DE ARMAS
CALAMARI,ARMA DE FUEGO
LOS MARTIRES,ARMA DE FUEGO
SAN MATEO,SIN EMPLEO DE ARMAS
SILVIA ROSA,ARMA BLANCA / CORTOPUNZANTE
BUENOS AIRES,SIN EMPLEO DE ARMAS
LA ROSITA,ARMA BLANCA / CORTOPUNZANTE
SAN ANTONIO,ARMA BLANCA / CORTOPUNZANTE
SAN BENITO,ARMA BLANCA / CORTOPUNZANTE
BARZAL ALTO,ARMA DE FUEGO
MONTECARLO,ARMA BLANCA / CORTOPUNZANTE
BALATA,ARMA BLANCA / CORTOPUNZANTE
CATALUNHA,ARMA BLANCA / CORTOPUNZANTE
SAN JOSE,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
VENECIA,ARMA DE FUEGO
SANTA BARBARA,ARMA BLANCA / CORTOPUNZANTE
PALERMO,SIN EMPLEO DE ARMAS
LA CAROLINA,CONTUNDENTES
AQUINE II,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
LA CAROLINA,SIN EMPLEO DE ARMAS
SAN ALBANO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SAN JUAN BOSCO,ARMA DE FUEGO
LA CIUDADELA,ARMA DE FUEGO
BARRIO SEVILLA,SIN EMPLEO DE ARMAS
BARRIO CENTRO,SIN EMPLEO DE ARMAS
BARRIO CALLEJON,SIN EMPLEO DE ARMAS
BARRIO SAN LUIS,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR VIADUCTO,ARMA BLANCA / CORTOPUNZANTE
VALHER,SIN EMPLEO DE ARMAS
B. LA HERMOSA,ARMA BLANCA / CORTOPUNZANTE
LA ESPERANZA,ARMA BLANCA / CORTOPUNZANTE
PROVENZA,ARMA BLANCA / CORTOPUNZANTE
INV. PUENTE NARINHO,ARMA DE FUEGO
GARCIA ROVIRA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CABECERA DEL LLANO,ARMA BLANCA / CORTOPUNZANTE
SAN JOAQUIN E17,SIN EMPLEO DE ARMAS
MORRORICO,ARMA DE FUEGO
URB. COLSEGUROS NORTE,SIN EMPLEO DE ARMAS
VILLABEL,ARMA BLANCA / CORTOPUNZANTE
BELLAVISTA,ARMA BLANCA / CORTOPUNZANTE
LOS ROSALES,SIN EMPLEO DE ARMAS
LOS ROSALES,SIN EMPLEO DE ARMAS
CHIMITA,ARMA DE FUEGO
ALBANIA P/TA,SIN EMPLEO DE ARMAS
VRDA  DOCTRINA NARANJOS,SIN EMPLEO DE ARMAS
MOCHILA,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,ARMA DE FUEGO
CENTRO,ARMA DE FUEGO
ENTRE RIOS,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
RESTREPO,SIN EMPLEO DE ARMAS
VIA AEROPUERTO,ARMA DE FUEGO
EL CARMEN,ARMA BLANCA / CORTOPUNZANTE
PALERMO,SIN EMPLEO DE ARMAS
JAZMIN,ARMA BLANCA / CORTOPUNZANTE
BELARCAZAR,ARMA BLANCA / CORTOPUNZANTE
VRDA. LA CAJITA,SIN EMPLEO DE ARMAS
SALOMIA E4,SIN EMPLEO DE ARMAS
VALLADO E15,ARMA BLANCA / CORTOPUNZANTE
SAN JUAN BOSCO E3,ESCOPOLAMINA
SAN PEDRO E3,SIN EMPLEO DE ARMAS
SAN VICENTE E2,ARMA DE FUEGO
VERSALLES E2,ARMA DE FUEGO
SAN NICOLAS E3,ARMA DE FUEGO
VILLA DEL PRADO - EL GUABITO E5,ARMA DE FUEGO
SANTA MONICA RESIDENCIAL E2,SIN EMPLEO DE ARMAS
VALLADO E15,ARMA BLANCA / CORTOPUNZANTE
SUCRE E9,ARMA DE FUEGO
BENJAMIN HERRERA E8,ARMA DE FUEGO
SAN PEDRO E3,SIN EMPLEO DE ARMAS
BENJAMIN HERRERA E8,CONTUNDENTES
BENJAMIN HERRERA E8,CONTUNDENTES
BOSQUES DEL LIMONAR E17,ARMA DE FUEGO
OLIMPICO E10,CONTUNDENTES
SECTOR PUENTE DEL COMERCIO E6,ARMA DE FUEGO
LA FLORA E2,CONTUNDENTES
LA FLORA E2,CONTUNDENTES
VILLA DEL SOL,ESCOPOLAMINA
MORAVIA  C-4,SIN EMPLEO DE ARMAS
SECTOR INDUSTRIAL ACOPI  (25-2),ARMA DE FUEGO
LA CABANHA,ARMA BLANCA / CORTOPUNZANTE
LA CAMILA,ARMA DE FUEGO
SALENTO,ARMA BLANCA / CORTOPUNZANTE
CENTRAL,ARMA BLANCA / CORTOPUNZANTE
ALCALA,ARMA BLANCA / CORTOPUNZANTE
SAN FERNANDO,SIN EMPLEO DE ARMAS
ZONA CENTRO,ARMA BLANCA / CORTOPUNZANTE
ESTACION VILLA C-10,ARMA BLANCA / CORTOPUNZANTE
MORAVIA  C-4,ARMA DE FUEGO
CASTILLA C-5,ARMA DE FUEGO
ROBLEDO C-7,SIN EMPLEO DE ARMAS
EL RINCON C-16,ESCOPOLAMINA
PATIO BONITO C-14,ARMA BLANCA / CORTOPUNZANTE
BARRIO COLON C-10,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
PRADO C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
EL POBLADO C-14,ARMA BLANCA / CORTOPUNZANTE
CALLE NUEVA C-10,SIN EMPLEO DE ARMAS
NARANJAL C-11,ARMA DE FUEGO
BOLIVARIANA C-11,ARMA DE FUEGO
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
EL POBLADO C-14,SIN EMPLEO DE ARMAS
BUENOS AIRES,SIN EMPLEO DE ARMAS
CHIQUINQUIRA,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
AMBERES,SIN EMPLEO DE ARMAS
AMBERES,ARMA DE FUEGO
BARRIO CENTRAL,ARMA BLANCA / CORTOPUNZANTE
BARRIO LIBERTADOR,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
NOGALES,SIN EMPLEO DE ARMAS
TOVAR ZAMBRANO,ARMA BLANCA / CORTOPUNZANTE
LOS CONSTRUCTORES,SIN EMPLEO DE ARMAS
EL TRIUNFO,ARMA BLANCA / CORTOPUNZANTE
JUAN XXIII BAJO,SIN EMPLEO DE ARMAS
AEROCIVIL,SIN EMPLEO DE ARMAS
SAN JOSE,ARMA BLANCA / CORTOPUNZANTE
SANTA HELENA,ARMA BLANCA / CORTOPUNZANTE
ALAMOS II,SIN EMPLEO DE ARMAS
LA NEVADA,ARMA BLANCA / CORTOPUNZANTE
LOS MAYALES,SIN EMPLEO DE ARMAS
ALFONSO LOPEZ,ARMA BLANCA / CORTOPUNZANTE
POLICARPA,ARMA DE FUEGO
ALTOS DEL REDIL E-1,ARMA BLANCA / CORTOPUNZANTE
CHAPINERO CENTRAL E-2,ARMA BLANCA / CORTOPUNZANTE
RICAURTE E-14,SIN EMPLEO DE ARMAS
SAN RAFAEL INDUSTRIAL E-16,ARMA BLANCA / CORTOPUNZANTE
EL RINCON E-11,ARMA DE FUEGO
SAN CRISTOBAL E-4,SIN EMPLEO DE ARMAS
AURES II E-11,SIN EMPLEO DE ARMAS
BRASILIA I SECTOR E-7,ARMA BLANCA / CORTOPUNZANTE
LOS MOLINOS DEL VIENTO E-1,ARMA BLANCA / CORTOPUNZANTE
