BARRIO,MARCA
QUINTA RAMOS I-II E-4,HUAWEI
URB. VILLA SONIA E-16,MOTOROLA
UNIVERSIDAD NACIONAL E-13,ASUS
JIMENEZ DE QUEZADA E-7,LG
CARTAGENITA,SAMSUNG
LAS FERIAS,HUAWEI
LUIS CARLOS GALAN,LG
CENTRO,OTRA
LIBERTADORES I ETAPA,APPLE
CENTRO,APPLE
LAS  MERCEDES,OTRA
LAS MARGARITAS,SAMSUNG
SANTA ISABEL,LG
LAS GRANJAS,HUAWEI
JARDIN,SAMSUNG
JUAN XXIII,SAMSUNG
EL PANTANO,HUAWEI
RODADERO SUR,APPLE
RODADERO TRADICIONAL,HUAWEI
LA ESPERANZA VII ETAPA,SONY
VILLA JULIA,MOTOROLA
CORALINA,APPLE
LA ESPERANZA I ETAPA,HUAWEI
EL EMPORIO,LG
EL EMPORIO,SAMSUNG
CENTRO,ALCATEL
CARLOS LLERAS,SAMSUNG
ARANDA,HUAWEI
AV. CHAMPAGNAT,LENOVO
QUINTAS DE SAN PEDRO,SAMSUNG
SAN FELIPE,SAMSUNG
SAN MIGUEL,MOTOROLA
BARRIO PARQUE RESIDENCIAL L,SAMSUNG
BARRIO PARQUE RESIDENCIAL L,MOTOROLA
BARRIO QUINTA ORIENTAL,MOTOROLA
BARRIO PRADOS DEL NORTE,APPLE
BARRIO VIDELSO,SAMSUNG
SECTOR COLISEO DEL CAFE,APPLE
CENTRO,SAMSUNG
CENTRO,HUAWEI
VERSALLES,SAMSUNG
PLAYA RICA,MOTOROLA
SANTA TERESITA,SAMSUNG
SANTA TERESITA,HUAWEI
SECTOR PARQUE EL LAGO,SAMSUNG
CENTRO (A) PEREIRA,ASUS
CUBA V-8,MOTOROLA
SECTOR AVENIDA CIRCUNVALAR,MOTOROLA
INSCREDIAL,HUAWEI
LA SALLE,HUAWEI
MORRORICO,MOTOROLA
GIRARDOT,ALCATEL
MUTIS,MOTOROLA
CABECERA DEL LLANO,SAMSUNG
GIRARDOT,HUAWEI
SAN ALONSO,MOTOROLA
PORTON DEL TEJAR,SAMSUNG
SAN ALONSO,SAMSUNG
GARCIA ROVIRA,SAMSUNG
NARINHO,MOTOROLA
MUTIS,BLU
EL PRADO,HUAWEI
CAMPO HERMOSO,OTRA
EL TEJAR,SAMSUNG
SAN FRANCISCO,SAMSUNG
CENTRO,SAMSUNG
CASCO ANTIGUO DE FLORIDABLANCA,SAMSUNG
MOLINOS BAJOS,ALCATEL
CENTRO P/TA,SAMSUNG
COSTA AZUL,HUAWEI
EL CORTIJO,SAMSUNG
EL CORTIJO,APPLE
CENTRO,AZUMI
SECTOR LA PICOTA,AZUMI
EL CARMEN (E.SUR),ZTE
CLARET,SAMSUNG
LA POLA,HUAWEI
INTERLAKEN,ASUS
VERSALLES,HUAWEI
PARCELACIONES PANCE E22,SAMSUNG
EL RETIRO E15,HUAWEI
VALLADO E15,MOTOROLA
PRADOS DEL NORTE E2,SAMSUNG
LA HACIENDA E17,LG
URB. MILITAR E19,HUAWEI
MUNICIPAL E8,OTRA
UNICENTRO CALI E17,SAMSUNG
SUCRE E9,HUAWEI
CIUDAD CAPRI E17,SAMSUNG
EL DORADO E10,SAMSUNG
MAYAPAN - LAS VEGAS E17,HUAWEI
MELENDEZ E18,SAMSUNG
CIUDAD TALANGA E21,SAMSUNG
MIRAFLORES E19,MOTOROLA
AGUACATAL E1,SAMSUNG
AGUACATAL E1,HUAWEI
LOS NARANJOS II E14,ZTE
ANTONIO NARINHO E16,ALCATEL
MELENDEZ E18,SAMSUNG
EL RECUERDO E11,HUAWEI
BRISAS DE LOS ALAMOS E2,SAMSUNG
ALFONSO LOPEZ I E7,MOTOROLA
EL REMANSO E21,SAMSUNG
EL CARMELO,LENOVO
SAN ANTONIO,SAMSUNG
CANTABRIA E24,APPLE
LA CONCORDIA,APPLE
EL TRAPICHE,ZTE
SANTANA,SAMSUNG
ZONA CENTRO,SAMSUNG
ZONA CENTRO,MOTOROLA
EL GUAYABO,SAMSUNG
SANTA MARIA # 1,HUAWEI
PARQUE PRINCIPAL,SAMSUNG
ANCON,HUAWEI
LA PINHUELA  C-4,HUAWEI
LA PALMA C-16,APPLE
MIRAVALLE C-16,SAMSUNG
CUARTA BRIGADA C-11,AVVIO
SEVILLA  C-4,MOTOROLA
FLORIDA NUEVA C-11,SAMSUNG
EL POBLADO C-14,APPLE
EL POBLADO C-14,SAMSUNG
MANRIQUE 1  C-4,SAMSUNG
MANILA C-14,APPLE
ABAJO,ALCATEL
BELLAVISTA,SAMSUNG
ADELITA DE CHAR,MOTOROLA
SANTA HELENA,SAMSUNG
LOS LAURELES,HUAWEI
GRANADILLO,SAMSUNG
VILLA ESTRELLA,SAMSUNG
EL CARMEN,OTRA
PLAZA DE MERCADO,SAMSUNG
PLAZA DE MERCADO,HUAWEI
VDA.LA ESPERANZA,SAMSUNG
ZONA ROSA,SAMSUNG
CENTRO,SAMSUNG
CENTRO,SAMSUNG
PLAZA DE TOROS,APPLE
CAMILO TORRES,AVVIO
SAN IGNACIO,NOKIA
SANTA CATALINA II ETAPA,ZTE
GUAYACANES DEL RIO,ASUS
CADILLAL,SAMSUNG
LA CONQUISTA,SAMSUNG
RETIRO ALTO,MOTOROLA
POPULAR,MOTOROLA
VDA LOS BANCOS,SAMSUNG
LA FERIA,SAMSUNG
LA UNIÒN,MOTOROLA
LOS LAURELES,SAMSUNG
LA GRANJA,HUAWEI
CIUDAD KENNEDY CENTRAL E-8,LG
URB. CAOBOS SALAZAR NORTE E-1,SAMSUNG
POLICARPA SALAVARRIETA E-15,OTRA
PATIO BONITO I E-8,SAMSUNG
SANTA LUCIA E-18,MOTOROLA
SANTA TERESITA E-13,MOTOROLA
SAN JOSE DE BAVARIA E-11,ASUS
PABLO SEXTO E-7,SAMSUNG
BOSA E-7,MOTOROLA
LAGO GAITAN E-2,SAMSUNG
ANDALUCIA E-7,HUAWEI
EL RINCON E-11,SAMSUNG
SAN CAYETANO E-11,SAMSUNG
HIPOTECHO OCCIDENTAL E-8,MOTOROLA
SANTA ISABEL OCCIDENTAL E-16,HUAWEI
PALESTINA E-7,ASUS
SAN PABLO E-7,HUAWEI
CARVAJAL E-8,APPLE
GRAN BRITALIA E-8,SAMSUNG
EL TUNAL II E-6,SAMSUNG
EL ROSARIO E-12,ASUS
VILLA CLAUDIA E-8,SAMSUNG
LOS ALPES E-4,ALCATEL
LAS HUERTAS E-19,HUAWEI
BOITA E-8,OTRA
BACHUE E-10,SAMSUNG
EL CENTRO,SAMSUNG
EL CENTRO,MOTOROLA
EL CENTRO,SAMSUNG
SAN JUDAS,SAMSUNG
20 DE JULIO,HUAWEI
ENCENILLO,SAMSUNG
VILLA DEL RIO,LG
VILLA DEL RIO,SONY
DARIO ECHANDIA,AVVIO
CAMILO TORRES,SAMSUNG
POPULAR,HUAWEI
VEREDA CABECERAS,LANIX
PANORAMA,MOTOROLA
CORDOBA,MOTOROLA
LA CEIBA,SAMSUNG
SAN GREGORIO,ALCATEL
RODEO,MOTOROLA
VILLA FLOR I,MOTOROLA
EL ROSARIO,LENOVO
MAPACHICO,SAMSUNG
AIRE LIBRE,SAMSUNG
VILLA VERGEL,LG
GRANADA I,HUAWEI
SAN ANDRES,APPLE
ONCE DE NOVIEMBRE,NOKIA
LA AVENIDA DE TUQUERRES,SAMSUNG
BARRIO LATINO,SAMSUNG
BARRIO PARAMO,MOTOROLA
BARRIO EL RAMAL,NOKIA
CIUDAD DORADA,SAMSUNG
SECTOR COLISEO DEL CAFE,APPLE
"LAS BRISAS I,II Y III",SAMSUNG
CENTRO,SAMSUNG
SECTOR AEROPUERTO,MOTOROLA
EL PROGRESO,ALCATEL
CENTRO (C) PEREIRA,LENOVO
VENECIA CENTRO V-3,HUAWEI
CUBA V-8,SAMSUNG
SECTOR GUAYABITO,SAMSUNG
BARRIO MODELO I,SAMSUNG
COLOMBIA,SAMSUNG
LOS PINOS,SAMSUNG
PARQUE INDUSTRIAL,SAMSUNG
LA UNIVERSIDAD,SAMSUNG
LA RENTA,LG
EL CENTRO LBJA,BLU
CENTRO P/TA,SAMSUNG
CHUPUNDUM,SAMSUNG
SECTOR VARIANTE,ALCATEL
CHAMBACU,SAMSUNG
LAS BRISAS,HUAWEI
NUEVO ARMERO,HUAWEI
CENTRO,HUAWEI
RESTREPO,SAMSUNG
COMUNEROS,MOTOROLA
CHIPICHAPE E2,SAMSUNG
CAMINO REAL - LOS FUNDADORES E19,SAMSUNG
OLIMPICO E10,NOKIA
PETECUY I E6,SAMSUNG
CANHAVERALES - LOS SAMANES E17,HUAWEI
PARCELACIONES PANCE E22,SAMSUNG
GRANADA E2,MOTOROLA
LA HACIENDA E17,HUAWEI
LOS CAMBULOS E19,SAMSUNG
NUEVA TEQUENDAMA E19,HUAWEI
SUCRE E9,SAMSUNG
LOS SAUCES E11,SAMSUNG
LOS SAUCES E11,SAMSUNG
EL RETIRO E15,LENOVO
SANTA ROSA E3,MOTOROLA
CALIMA E4,SAMSUNG
MARIANO RAMOS E16,ALCATEL
SUCRE E9,MOTOROLA
SUCRE E9,SONY
LLANO VERDE E15,SAMSUNG
LLANO VERDE E15,NOKIA
BOSQUE MUNICIPAL E19,HUAWEI
PORVENIR,SAMSUNG
CORREGIMIENTO PALMASECA,SAMSUNG
URIBE URIBE,SAMSUNG
LA CONCORDIA,SAMSUNG
SANTA INES DE COMFAMILIAR,SAMSUNG
ZONA CENTRO,HUAWEI
CIUDADELA DEL NORTE,SAMSUNG
PEREZ,MOTOROLA
ZONA CENTRO,SAMSUNG
NAVARRA,MOTOROLA
SAN FERNANDO,SAMSUNG
CONQUISTADORES C-11,SAMSUNG
NARANJAL C-11,SAMSUNG
SAN BENITO C-10,SAMSUNG
GUAYAQUIL C-10,SAMSUNG
LA AGUACATALA C-14,SAMSUNG
LAS ACACIAS C-11,APPLE
VILLA DEL SOCORRO  C-2,SAMSUNG
MANILA C-14,APPLE
LA CANDELARIA C-10,HUAWEI
EL DANUBIO C-12,SAMSUNG
MANILA C-14,APPLE
LA CANDELARIA C-10,SAMSUNG
LA MAGDALENA,SAMSUNG
LA VICTORIA,SAMSUNG
PRADO,SAMSUNG
SAN MARTIN,LG
CENTRO,SAMSUNG
INVASION 1º DE DICIEMBRE,HUAWEI
INVASION 1º DE DICIEMBRE,OTRA
CARGUA,SAMSUNG
VDA.SALITRILLOS,HUAWEI
BARRIO SAN RAFAEL,AVVIO
BARRIO SAN RAFAEL,OTRA
BARRIO SANTA LUCIA,ALCATEL
VDA LA LOMA,ZTE
TERMINAL,SAMSUNG
FUNDADORES,MOTOROLA
PALERMO,SAMSUNG
LAS AVENIDAS,HUAWEI
SECTOR PAN DE AZUCAR,HUAWEI
CENTRO,OTRA
LOS LAURELES,APPLE
CIUDADELA 450 ANHOS,HUAWEI
FUNDADORES,SAMSUNG
EL RETIRO DE LOS INDIOS,ALCATEL
ALFONSO PAZ,SAMSUNG
ALFONSO PAZ,LANIX
ALFONSO PAZ,OTRA
ALFONSO PAZ,OTRA
URB. LOS RECUERDOS,SAMSUNG
BUENAVISTA,SAMSUNG
LA CASTELLANA E-12,HUAWEI
SAN ANDRESITO LA 38 E-16,SAMSUNG
SUCRE E-2,APPLE
LA SOLEDAD E-13,SAMSUNG
RESTREPO E-15,HUAWEI
ROMA  E-8,MOTOROLA
BOSQUE CALDERON E-2,APPLE
GRAN BRITALIA E-8,HUAWEI
CHAPINERO CENTRAL E-2,APPLE
VILLA MAYOR E-15,HUAWEI
OLARTE E-7,HUAWEI
LAS MARGARITAS E-8,SAMSUNG
PATIO BONITO I E-8,SAMSUNG
EL JAZMIN II SECTOR E-16,HUAWEI
FONTIBON CENTRO E-9,MOTOROLA
PATIO BONITO I E-8,HUAWEI
BOHIOS DE HUNZA E-9,LENOVO
PABLO SEXTO E-13,ZTE
URB. PALENQUE E-8,SONY
SANTA ISABEL OCCIDENTAL E-16,HUAWEI
URB. ELTEJAR E-16,SAMSUNG
MUZU E-16,HUAWEI
LA PAZ E-3,HUAWEI
SAN VICTORINO E-14,SAMSUNG
SANTANDER,OTRA
GUAPUNA,SAMSUNG
LAS PALMAS ETAPA II,MOTOROLA
LAS PALMAS ETAPA II,HUAWEI
LOS PINOS,HUAWEI
LOS CAMBULOS,OTRA
VEREDA CUCUANA,APPLE
POBLADO,SAMSUNG
LOS LAURELES (TREBOL),SAMSUNG
LOS NARANJOS,HUAWEI
VILLAS DE SANTA CRUZ,HUAWEI
VILLA UNION,SAMSUNG
PROGRESO,SAMSUNG
MACARENA,HUAWEI
BARZAL ALTO,HUAWEI
BALATA,MOTOROLA
SAN BENITO,APPLE
MANANTIAL,SAMSUNG
MANANTIAL,ALCATEL
LORENZO,MOTOROLA
EL PILAR,SAMSUNG
CENTRO,ASUS
AV. ESTUDIANTES,SAMSUNG
CENTRO,OTRA
CIUDAD DORADA,ALCATEL
PROFESIONALES,LANIX
MILAN,HUAWEI
SANTA ISABEL 1,HUAWEI
LA ALAMEDA,SAMSUNG
PLAZA CIVICA CIUDAD VICTORIA,SAMSUNG
HEROES I,SAMSUNG
CENTRO (A) PEREIRA,AVVIO
SAN FERNANDO,HUAWEI
PUERTA DEL SOL,HUAWEI
MEJORAS PUBLICAS,ZTE
CENTRO,APPLE
MUTUALIDAD,HUAWEI
CABECERA DEL LLANO,LENOVO
MARIANELA,SAMSUNG
CERROS DE CANHAVERAL,LG
JOSE A. MORALES,SAMSUNG
CAMPO VERDE,MOTOROLA
LA ESMERALDA,SAMSUNG
CALLE DEL COMERCIO,HUAWEI
EL MAIZAL,HUAWEI
LAS DELICIAS,MOTOROLA
LAS MERCEDES,MOTOROLA
EL SALADO,SAMSUNG
BELEN,SAMSUNG
BELEN,HUAWEI
CENTRO,ALCATEL
EL JARDIN E11,SAMSUNG
VALLADO E15,ALCATEL
MARROQUIN I E14,MOTOROLA
MENGA E2,MOTOROLA
EL LIDO E19,SAMSUNG
DESEPAZ INVICALI E21,APPLE
METROPOLITANO DEL NORTE E5,LG
MELENDEZ E18,HUAWEI
SANTA MONICA POPULAR E8,SAMSUNG
VILLA DEL PRADO - EL GUABITO E5,SAMSUNG
FLORA INDUSTRIAL E4,SAMSUNG
SAN PASCUAL E3,SAMSUNG
LA ESMERALDA E4,MOTOROLA
NUEVA TEQUENDAMA E19,LG
CIUDAD CAMPESTRE E22,HUAWEI
EL LIDO E19,SAMSUNG
SANTANDER E4,NOKIA
LOS CAMBULOS E19,LG
EL INGENIO E17,SAMSUNG
VERSALLES E2,SAMSUNG
EL LIDO E19,SAMSUNG
EL REFUGIO E19,LG
PRADO,MOTOROLA
URIBE E25,SAMSUNG
URIBE E25,ZTE
CGTO.LA PAILA,SAMSUNG
GUAMAL,SAMSUNG
ZONA CENTRO,SAMSUNG
PLAYA RICA,HUAWEI
LA CANDELARIA C-10,OTRA
LA CANDELARIA C-10,SAMSUNG
BARRIO COLOMBIA C-14,LG
LA CANDELARIA C-10,MOTOROLA
CALAZANS C-12,LENOVO
BELEN C-16,MOTOROLA
MANILA C-14,MOTOROLA
JESUS NAZARENO C-10,SAMSUNG
LA ESPERANZA,AZUMI
LAS BODEGAS,SAMSUNG
LAS NIEVES,MOTOROLA
VILLA SAN PABLO,SAMSUNG
EL TABOR,HUAWEI
VILLA BLANCA,HUAWEI
SALAMANCA,SAMSUNG
BARRIO MALDONADO,SAMSUNG
BARRIO MALDONADO,LENOVO
BARRIO SANTA INES,LG
SAN JOAQUIN,AZUMI
SINAI,SAMSUNG
BARRIO EL CARIBE,SAMSUNG
BARRIO VERSALLES,SAMSUNG
BAJO PRADO,ZTE
BAJO PRADO,LANIX
JUAN XXIII,SAMSUNG
NUEVA COLOMBIA,SAMSUNG
VDA LA BUITRERA,MOTOROLA
LAS AMERICAS,SAMSUNG
MODELO,ALCATEL
MODELO,SAMSUNG
NUEVA VIDA,LENOVO
CENTRO,SAMSUNG
LA NEVADA,LENOVO
NUEVO MILENIO,SAMSUNG
VENUS,SAMSUNG
LAS AMERICAS,MOTOROLA
FINZENU,SAMSUNG
FINZENU,SAMSUNG
CASERIO LOS PERICOS,HUAWEI
LA VICTORIA E-4,HUAWEI
LAGO GAITAN E-2,SAMSUNG
SAMPER E-3,SAMSUNG
ALMIRANTE COLON E-11,SAMSUNG
CHAPINERO CENTRAL E-2,OTRA
LAS DOS AVENIDAS E-8,LENOVO
CARVAJAL E-8,SAMSUNG
SALITRE PLAZA E-9,HUAWEI
LA ESTANCIA E-9,HUAWEI
LAGOS DE SUBA E-11,MOTOROLA
TOBERIN ORIENTAL E-1,SAMSUNG
CHAPINERO CENTRAL E-2,OTRA
LAS FLORES E-11,HUAWEI
SAN CRISTOBAL E-1,APPLE
PORTALES DEL NORTE E-11,MOTOROLA
TIERRA GRATA E-10,ASUS
URB. SANTANDER E-15,HUAWEI
LOS CEDRITOS E-1,HUAWEI
LA PRADERA NORTE E-16,MOTOROLA
BOSA E-7,MOTOROLA
EL DESCANSO E-8,SAMSUNG
VILLA DEL PRADO E-11,SAMSUNG
MARIA PAZ E-8,SAMSUNG
SANTA TERESITA E-13,SAMSUNG
CHAPINERO CENTRAL E-2,LG
QUINTA CAMACHO E-2,HUAWEI
SAN LUIS E-13,SAMSUNG
LA CASTELLANA E-12,HUAWEI
LA AZUCENA A E-7,SAMSUNG
EL RESTREPO E-15,SAMSUNG
EL PINAR E-11,MOTOROLA
ALAMOS SUR E-10,SAMSUNG
PERDOMO ALTO E-19,SAMSUNG
TURINGA SUBA E-11,HUAWEI
ALCAZARES E-12,SAMSUNG
LAGO DE CHAPINERO E-2,SAMSUNG
OLARTE E-7,SAMSUNG
CENTRO,APPLE
LA ESPERANZA,SAMSUNG
LA ESPERANZA,BLU
LIBERTADOR,HUAWEI
DIVINO NINHO,ALCATEL
QUINTAS DE SAN LUIS,HUAWEI
PANDO,AVVIO
PESCAITO,HUAWEI
VEREDA GUADUALITO,ALCATEL
LA ESPERANZA IV ETAPA,HUAWEI
7 DE AGOSTO,SAMSUNG
CENTRO,SAMSUNG
LAS LUNAS,HUAWEI
CORAZON DE JESUS,HUAWEI
FATIMA,SAMSUNG
MIRAFLORES I,LG
PARQUE INFANTIL,SAMSUNG
SAN VICENTE,ASUS
NUEVA ARANDA,SAMSUNG
ESMERALDA,HUAWEI
BARRIO CENTRO,LG
VILLA DEL CARMEN,SAMSUNG
SECTOR CENTRO COMERCIAL UNICENTRO,SAMSUNG
EL BERLIN,AVVIO
NUEVA CECILIA,SAMSUNG
NUEVA CECILIA,NOKIA
ZONA CENTRO,ZTE
ZONA CENTRO,ALCATEL
EL CENTRO,SAMSUNG
EL CENTRO,HUAWEI
EL CENTRO,HUAWEI
EL CENTRO,ALCATEL
EL CENTRO,AZUMI
RESTREPO,SAMSUNG
CIRCUNVALAR,HUAWEI
LAS PALMAS RIO OTUN,SAMSUNG
CENTRO (A) PEREIRA,HUAWEI
SECTOR EL MUELLE,SAMSUNG
MODELO,MOTOROLA
CENTRO,MOTOROLA
URB. COLSEGUROS NORTE,HUAWEI
URB. COLSEGUROS NORTE,AZUMI
MUTIS,SAMSUNG
LA CONCORDIA,HUAWEI
ALFONSO LOPEZ,LENOVO
LA CONCORDIA,HUAWEI
BRISAS DEL RIO,AZUMI
RINCON DE LA PAZ,HUAWEI
OSPINA PEREZ,HUAWEI
20 DE JULIO,SAMSUNG
CENTRO,SAMSUNG
SAN SIMON PARTE BAJA,LENOVO
EL CRISTAL,MOTOROLA
GUAYAQUIL E9,NOKIA
ALFONSO B. ARAGON E14,SAMSUNG
ANTONIO NARINHO E16,SAMSUNG
LA MERCED E3,MOTOROLA
CENTENARIO E2,ZTE
CIUDADELA FLORALIA E6,HUAWEI
DEPARTAMENTAL E10,SAMSUNG
EL RETIRO E15,HUAWEI
LOS LAGOS E13,SAMSUNG
LILI E17,HUAWEI
AGUACATAL E1,HUAWEI
LLERAS RESTREPO E13,SAMSUNG
SANTA ANITA E17,SAMSUNG
EL GRAN LIMONAR E17,ASUS
GUAYAQUIL E9,SAMSUNG
PASO DEL COMERCIO E6,MOTOROLA
SAN LUIS E6,HUAWEI
CENTENARIO E2,ZTE
JOSE M. MARROQUIN II E14,HUAWEI
LOS LIBERTADORES E3,SAMSUNG
EL LIMONAR E17,SAMSUNG
SAN PEDRO E3,LG
VIA CARTAGO - ALCALA,MOTOROLA
CENTRO,SAMSUNG
BELALCAZAR E25,APPLE
CARLOS PIZARRO E25,SAMSUNG
EL CAIRO,SAMSUNG
VILLAGRANDE,APPLE
SANTA MARIA # 2,HUAWEI
LA AMERICA C-12,SAMSUNG
LA CANDELARIA C-10,AZUMI
SAN BERNARDO C-16,SAMSUNG
ESTADIO C-11,HUAWEI
BARRIO COLOMBIA C-14,SAMSUNG
CASTILLA C-5,HUAWEI
MANILA C-14,APPLE
SUCRE C-8,SAMSUNG
GUAYAQUIL C-10,ALCATEL
PRADO C-10,SAMSUNG
ARANJUEZ  C-4,SAMSUNG
LA CANDELARIA C-10,ALCATEL
SAN JOAQUIN C-11,MOTOROLA
ALTAVISTA C-16,BLU
LORENA C-11,SAMSUNG
CALLE NUEVA C-10,SAMSUNG
CRISTO REY C-15,HUAWEI
LA CANDELARIA C-10,SAMSUNG
PROGRESO C-5,MOTOROLA
GALICIA,ALCATEL
CIUDADELA 20 DE JULIO,LANIX
CEVILLAR,HUAWEI
LA PAZ,SAMSUNG
MEQUEJO,SAMSUNG
VILLA LINDA MURILLO,HUAWEI
EL MIRADOR DEL BOSQUE,HUAWEI
BARRIO CENTRO,HUAWEI
RESIDENCIAL SIRATA,ZTE
BARRIO LA ESPERANZA,HUAWEI
FATIMA,HUAWEI
ESTAMBUL,AVVIO
CENTRO,SAMSUNG
NOGALES,HUAWEI
AVENIDA EL CIPRES,LENOVO
LA LIBERTAD,SAMSUNG
LA PAMBA,APPLE
URB. LA CEIBA,LENOVO
SAN VICENTE,SAMSUNG
VALLES DE IBARRA E-11,MOTOROLA
MARIA PAZ E-8,LENOVO
SANTA CATALINA E-8,OTRA
SANTA CATALINA E-8,HUAWEI
CASTILLA LA NUEVA E-8,HUAWEI
LA CASTELLANA E-12,MOTOROLA
LA CASTELLANA E-12,APPLE
TAIRONA  E-8,HUAWEI
VALLADOLID      E-8,SONY
LISBOA E-1,HUAWEI
PASADENA ROYAL E-11,SAMSUNG
URB. ELTEJAR E-16,SAMSUNG
URB. ELTEJAR E-16,SAMSUNG
SAN CRISTOBAL E-4,SAMSUNG
GRANADA SUR E-4,HUAWEI
EL RESTREPO E-15,SAMSUNG
JOSE JOAQUIN VARGAS E-12,MOTOROLA
SAN ISIDRO E-4,SAMSUNG
CHAPINERO CENTRAL E-2,SAMSUNG
EL AMPARO E-8,MOTOROLA
MANDALAY I ETAPA E-8,SONY
SAN VICTORINO E-3,MOTOROLA
BOYACA REAL E-10,SAMSUNG
BACHUE E-10,SAMSUNG
LA PERSEVERANCIA E-3,APPLE
LAS MARGARITAS E-1,ASUS
CHAPINERO CENTRAL E-2,APPLE
MODELO E-12,ALCATEL
RESTREPO E-15,SAMSUNG
LA SOLEDAD E-13,MOTOROLA
URB. PINOS DE LOMBARDIA E-11,MOTOROLA
COUNTRY SUR E-18,SAMSUNG
COUNTRY SUR E-18,SAMSUNG
OLAYA E-18,NOKIA
COLINA LINDA E-11,APPLE
TEUSAQUILLO E-13,HUAWEI
JUAN PABLO II E-19,MOTOROLA
LOS NARANJOS EL RETAZO E-7,LANIX
SUCRE E-2,HUAWEI
SAN ANTONIO E-1,SONY
CIUDAD JARDIN SUR E-15,ASUS
BANDERAS E-8,ALCATEL
SAN VICENTE FERRER E-6,SAMSUNG
SAN VICTORINO E-3,APPLE
GALERIAS E-13,HUAWEI
LAS TUNAS,SAMSUNG
LAS TUNAS,NOKIA
CENTRO,OTRA
DIEGO DE OSPINA,NOKIA
EFRAIN ROJAS TRUJILLO,SAMSUNG
LA LIBERTAD,ASUS
CENTRO,APPLE
LA TOMA,SAMSUNG
LA LUCHA 19 DE ABRIL,SAMSUNG
CIUDADELA 29 DE JULIO,MOTOROLA
VILLA JULIA,SAMSUNG
CANAIMA,HUAWEI
MARACOS,HUAWEI
MARACOS,APPLE
ESMERALDA,SONY
EL ROSARIO,MOTOROLA
AQUINE I,HUAWEI
LUIS CARLOS GALAN,ALCATEL
JULIAN BUCHELI,SAMSUNG
PANDIACO,SAMSUNG
BOMBONA,SAMSUNG
PARANA,MOTOROLA
PUENTE DEL MORRO,LANIX
BARRIO CARORA,HUAWEI
BARRIO MONTEBELLO,SAMSUNG
SECTOR CENTRO COMERCIAL MOCAWA,SAMSUNG
PARQUE DE RECREACION,LANIX
CENTRO,SAMSUNG
LOS SAUCES,SAMSUNG
LA VILLA,LENOVO
CENTRO (A) PEREIRA,MOTOROLA
COLOMBIA,SAMSUNG
PALMIRA,SAMSUNG
CENTRO,SAMSUNG
CENTRO,SAMSUNG
LA CEIBA,HUAWEI
GARCIA ROVIRA,ALCATEL
LA CONCORDIA,SAMSUNG
VDA. LOS CAUCHOS,HUAWEI
EL PESEBRE,APPLE
CENTRO,APPLE
CENTRO,ZTE
CHACARITA,MOTOROLA
EL CORTIJO,HUAWEI
URB LA TOSCANA,APPLE
CENTRO,SAMSUNG
EL TRIUNFO,HUAWEI
CIUDADELA FLORALIA E6,MOTOROLA
JORGE ELIECER GAITAN E6,NOKIA
VALLADO E15,ALCATEL
MELENDEZ E18,MOTOROLA
FLORA INDUSTRIAL E4,MOTOROLA
SILOE E20,SAMSUNG
SUCRE E9,LENOVO
URB. TEQUENDAMA E19,SONY
EL JORDAN E18,AZUMI
SUCRE E9,HUAWEI
LAS CEIBAS E7,SAMSUNG
LOS COMUNEROS II E13,LENOVO
BENJAMIN HERRERA E8,MOTOROLA
PARCELACIONES PANCE E22,MOTOROLA
NUEVA FLORESTA E12,SAMSUNG
ALAMEDA,HUAWEI
ROSALPI,APPLE
SALENTO,AVVIO
LA PRADERA,MOTOROLA
SAN PIO,MOTOROLA
EL ROSARIO,SAMSUNG
SAN JOSE,SAMSUNG
SANTA MARIA DE LOS ANGELES C-14,MOTOROLA
ESTACION VILLA C-10,HUAWEI
CALAZANS C-12,APPLE
LA CANDELARIA C-10,SAMSUNG
SAN JAVIER 1 C-13,SAMSUNG
LA CANDELARIA C-10,HUAWEI
LA LOMA DE LOS BERNAL C-16,MOTOROLA
LA PALMA C-16,SAMSUNG
PEDREGAL C-6,LENOVO
TENCHE C-15,SAMSUNG
SAN BENITO C-10,APPLE
DOCE DE OCTUBRE 2 C-6,HUAWEI
LOS ANGELES C-10,MOTOROLA
BELEN C-16,SAMSUNG
LA CANDELARIA C-10,SAMSUNG
LA CANDELARIA C-10,HUAWEI
VILLA FLORA C-7,MOTOROLA
LOS LAGOS,NOKIA
ALTO DE LAS FLORES,ALCATEL
EL PORVENIR,SAMSUNG
MONTECRISTO,MOTOROLA
EL HIPODROMO,LENOVO
EL PARQUE,SAMSUNG
EL TUCAN,MOTOROLA
TERRANOVA I,SAMSUNG
SECTOR LAS ACACIAS,HUAWEI
BARRIO EL BOSQUE,SAMSUNG
LOS ALPES,ALCATEL
EL LAGUITO,SAMSUNG
SAN ANTONIO,SAMSUNG
PALERMO,MOTOROLA
SAN JOAQUIN,SAMSUNG
EL TIMY,MOTOROLA
LA ESMERALDA,SAMSUNG
URB. FUCHA,ALCATEL
LOS CAMPOS,ALCATEL
MANUELA BELTRAN,ASUS
ESPERANZA,SAMSUNG
LAS MERCEDES,SAMSUNG
VEREDA LAS MARCELITAS,SAMSUNG
EL CANHITO,ALCATEL
BUENAVISTA,HUAWEI
EL CENTRO,SAMSUNG
JUAN XX I I I,SAMSUNG
LA JULIA,SAMSUNG
SAN JOSE,SAMSUNG
